transaction_id,account_id,transaction_type,amount,currency,category,merchant_name,description,transaction_date,value_date,reference_number,status,channel,balance_after,initiated_by
1393,465,Credit,4439.39,USD,Investment,ATM Cash,Credit - Investment,2023-12-14 16:14:01,2023-12-14,TXN0000001393,Completed,ATM,58577.69,
1394,400,Debit,4721.22,USD,Shopping,Planet Fitness,Debit - Shopping,2022-08-25 20:21:05,2022-08-25,TXN0000001394,Completed,Mobile,179492.7,51.0
1395,466,Debit,410.79,USD,ATM Withdrawal,Google Play,Debit - ATM Withdrawal,2023-11-30 15:17:02,2023-11-30,TXN0000001395,Completed,Wire,173767.96,
1396,4,Debit,3704.74,USD,Entertainment,Zara,Debit - Entertainment,2022-12-22 08:46:01,2022-12-22,TXN0000001396,Completed,POS,85968.09,
1397,308,Credit,65.6,USD,Education,Best Buy,Credit - Education,2022-01-27 06:52:29,2022-01-27,TXN0000001397,Completed,Mobile,104528.46,5.0
1398,357,Debit,13881.97,USD,Education,Uber,Debit - Education,2023-01-11 01:22:56,2023-01-11,TXN0000001398,Completed,ATM,23445.47,
1399,341,Debit,6105.65,USD,Entertainment,Trader Joe's,Debit - Entertainment,2022-09-15 11:22:11,2022-09-15,TXN0000001399,Completed,ATM,115937.72,19.0
1400,63,Debit,6612.74,USD,Investment,Planet Fitness,Debit - Investment,2023-09-14 09:17:37,2023-09-14,TXN0000001400,Completed,POS,112949.88,
1401,521,Debit,7751.95,USD,Subscription,Apple,Debit - Subscription,2022-01-19 19:45:22,2022-01-19,TXN0000001401,Completed,ATM,6631.3,
1402,480,Credit,11302.65,USD,Subscription,Best Buy,Credit - Subscription,2024-01-26 10:04:40,2024-01-26,TXN0000001402,Completed,Branch,171810.73,20.0
1403,207,Credit,6662.82,USD,Entertainment,McDonald's,Credit - Entertainment,2022-06-21 21:15:32,2022-06-21,TXN0000001403,Completed,POS,210748.77,28.0
1404,38,Debit,9241.69,USD,Transfer,Airbnb,Debit - Transfer,2022-05-25 04:47:15,2022-05-25,TXN0000001404,Completed,ATM,283388.77,
1405,343,Debit,6716.64,USD,Direct Deposit,Best Buy,Debit - Direct Deposit,2022-12-27 23:05:15,2022-12-27,TXN0000001405,Completed,POS,90214.46,
1406,351,Debit,14101.91,USD,Direct Deposit,Netflix,Debit - Direct Deposit,2024-05-31 15:40:56,2024-05-31,TXN0000001406,Completed,Wire,6980.62,14.0
1407,369,Debit,13603.17,USD,Dining,Internal Transfer,Debit - Dining,2023-04-29 07:16:16,2023-04-29,TXN0000001407,Completed,POS,174665.72,
1408,357,Debit,10790.39,USD,Entertainment,Direct Deposit - Employer,Debit - Entertainment,2024-08-10 22:05:17,2024-08-10,TXN0000001408,Completed,Mobile,69842.77,30.0
1409,311,Debit,10417.36,USD,Shopping,Wire Transfer,Debit - Shopping,2023-03-01 03:54:13,2023-03-01,TXN0000001409,Completed,Wire,44823.19,59.0
1410,358,Debit,12867.48,USD,Direct Deposit,BP,Debit - Direct Deposit,2024-08-23 19:55:42,2024-08-23,TXN0000001410,Pending,Wire,243433.1,
1411,95,Debit,10519.73,USD,Direct Deposit,Bill Payment - Internet,Debit - Direct Deposit,2023-03-01 20:03:27,2023-03-01,TXN0000001411,Completed,ATM,268258.42,
1412,451,Credit,6456.89,USD,Healthcare,Bill Payment - Water,Credit - Healthcare,2023-07-20 04:50:45,2023-07-20,TXN0000001412,Completed,Mobile,261686.8,
1413,474,Debit,1777.52,USD,Entertainment,Shell,Debit - Entertainment,2023-08-27 15:21:22,2023-08-27,TXN0000001413,Completed,Mobile,208943.28,38.0
1414,380,Debit,5897.78,USD,Education,Medical Center,Debit - Education,2022-11-21 02:08:16,2022-11-21,TXN0000001414,Completed,POS,133805.99,
1415,336,Debit,7290.48,USD,Direct Deposit,Apple,Debit - Direct Deposit,2024-07-19 23:30:54,2024-07-19,TXN0000001415,Completed,Online,142106.27,54.0
1416,554,Debit,5963.59,USD,Other,IKEA,Debit - Other,2022-08-23 10:32:06,2022-08-23,TXN0000001416,Completed,POS,249959.05,42.0
1417,338,Credit,9317.45,USD,Transfer,Starbucks,Credit - Transfer,2023-08-28 23:00:28,2023-08-28,TXN0000001417,Completed,Wire,23141.51,51.0
1418,57,Credit,12269.83,USD,Travel,H&M,Credit - Travel,2022-04-25 15:26:52,2022-04-25,TXN0000001418,Completed,POS,137361.61,
1419,259,Credit,2090.59,USD,Utilities,Walmart,Credit - Utilities,2022-12-25 19:51:35,2022-12-25,TXN0000001419,Completed,Wire,166368.39,9.0
1420,544,Debit,9990.48,USD,Education,Internal Transfer,Debit - Education,2024-06-09 01:31:26,2024-06-09,TXN0000001420,Completed,Wire,205666.14,
1421,490,Debit,2950.44,USD,ATM Withdrawal,Starbucks,Debit - ATM Withdrawal,2022-04-25 07:07:33,2022-04-25,TXN0000001421,Completed,Branch,158296.82,
1422,251,Debit,12841.32,USD,Healthcare,H&M,Debit - Healthcare,2023-05-08 10:59:13,2023-05-08,TXN0000001422,Completed,Online,37060.0,5.0
1423,144,Credit,6160.5,USD,Utilities,Zara,Credit - Utilities,2024-03-28 12:44:27,2024-03-28,TXN0000001423,Completed,ATM,143688.37,5.0
1424,30,Debit,2844.56,USD,Payroll,Sephora,Debit - Payroll,2022-06-30 18:31:51,2022-06-30,TXN0000001424,Completed,Mobile,151529.63,21.0
1425,424,Debit,6518.75,USD,Groceries,BP,Debit - Groceries,2023-01-14 18:12:06,2023-01-14,TXN0000001425,Completed,POS,199593.97,46.0
1426,184,Debit,2099.54,USD,Tax,Zara,Debit - Tax,2022-08-20 18:01:08,2022-08-20,TXN0000001426,Completed,ATM,51616.27,57.0
1427,473,Debit,9075.6,USD,Other,CVS,Debit - Other,2023-05-14 11:12:20,2023-05-14,TXN0000001427,Failed,Branch,54687.74,
1428,264,Debit,4519.97,USD,Investment,Apple,Debit - Investment,2023-03-09 12:17:29,2023-03-09,TXN0000001428,Completed,Wire,188567.93,
1429,520,Credit,13081.75,USD,Entertainment,Whole Foods,Credit - Entertainment,2022-04-26 13:17:34,2022-04-26,TXN0000001429,Completed,Online,65456.72,
1430,25,Credit,4807.8,USD,Rent/Mortgage,Uber,Credit - Rent/Mortgage,2024-01-14 22:47:25,2024-01-14,TXN0000001430,Completed,Branch,210446.63,39.0
1431,398,Debit,11700.2,USD,Investment,Internal Transfer,Debit - Investment,2024-01-14 23:01:45,2024-01-14,TXN0000001431,Completed,Branch,172715.32,45.0
1432,17,Debit,14317.99,USD,Direct Deposit,CVS,Debit - Direct Deposit,2023-12-28 22:53:26,2023-12-28,TXN0000001432,Completed,Online,265783.67,
1433,24,Debit,2187.17,USD,Insurance,Whole Foods,Debit - Insurance,2024-03-01 06:27:14,2024-03-01,TXN0000001433,Completed,ATM,51737.94,
1434,502,Debit,11543.66,USD,Subscription,Home Depot,Debit - Subscription,2024-06-06 09:45:00,2024-06-06,TXN0000001434,Completed,Branch,293000.51,
1435,355,Credit,8465.31,USD,Shopping,The Gym,Credit - Shopping,2023-01-31 21:42:57,2023-01-31,TXN0000001435,Completed,ATM,21120.63,31.0
1436,401,Debit,178.73,USD,Investment,BP,Debit - Investment,2023-10-24 07:07:00,2023-10-24,TXN0000001436,Failed,Mobile,287310.37,
1437,107,Credit,2405.53,USD,Tax,CVS,Credit - Tax,2023-03-30 02:00:31,2023-03-30,TXN0000001437,Completed,ATM,238741.29,35.0
1438,371,Debit,14343.65,USD,Dining,BP,Debit - Dining,2024-02-29 09:42:28,2024-02-29,TXN0000001438,Completed,Online,188111.86,41.0
1439,524,Debit,3348.35,USD,Transfer,Target,Debit - Transfer,2022-06-21 20:36:25,2022-06-21,TXN0000001439,Pending,Wire,214551.14,34.0
1440,86,Debit,9550.51,USD,Direct Deposit,Publix,Debit - Direct Deposit,2023-10-25 22:44:06,2023-10-25,TXN0000001440,Completed,Branch,162975.34,10.0
1441,3,Debit,2006.88,USD,Utilities,The Gym,Debit - Utilities,2024-08-16 18:14:23,2024-08-16,TXN0000001441,Completed,POS,87772.93,
1442,260,Credit,6553.37,USD,Transfer,Internal Transfer,Credit - Transfer,2024-02-01 06:38:20,2024-02-01,TXN0000001442,Completed,Online,188398.42,21.0
1443,161,Debit,5302.88,USD,Utilities,Amazon,Debit - Utilities,2024-11-29 05:26:44,2024-11-29,TXN0000001443,Completed,Branch,265385.56,3.0
1444,311,Debit,10650.37,USD,Shopping,Walgreens,Debit - Shopping,2023-10-29 20:30:37,2023-10-29,TXN0000001444,Completed,ATM,2872.34,27.0
1445,463,Debit,1935.9,USD,Insurance,BP,Debit - Insurance,2022-03-01 11:25:04,2022-03-01,TXN0000001445,Completed,POS,68505.05,46.0
1446,279,Debit,13157.45,USD,Payroll,Planet Fitness,Debit - Payroll,2022-11-03 19:00:44,2022-11-03,TXN0000001446,Completed,Online,171869.01,28.0
1447,31,Credit,13068.13,USD,Education,Spotify,Credit - Education,2022-12-10 11:42:36,2022-12-10,TXN0000001447,Completed,Mobile,183277.11,
1448,313,Credit,3731.69,USD,Groceries,IKEA,Credit - Groceries,2023-01-30 22:43:21,2023-01-30,TXN0000001448,Completed,Branch,18347.56,
1449,102,Debit,5865.06,USD,Other,Walmart,Debit - Other,2023-12-23 06:38:54,2023-12-23,TXN0000001449,Completed,POS,85505.68,
1450,566,Credit,1498.69,USD,Entertainment,H&M,Credit - Entertainment,2024-01-31 21:07:16,2024-01-31,TXN0000001450,Completed,POS,283556.62,54.0
1451,529,Credit,8795.64,USD,Loan Payment,Spotify,Credit - Loan Payment,2022-05-29 23:08:12,2022-05-29,TXN0000001451,Completed,Branch,245253.03,
1452,426,Credit,10962.39,USD,ATM Withdrawal,Kroger,Credit - ATM Withdrawal,2022-07-09 18:47:31,2022-07-09,TXN0000001452,Completed,Wire,98756.4,11.0
1453,167,Debit,9910.22,USD,Tax,Trader Joe's,Debit - Tax,2022-03-16 13:21:12,2022-03-16,TXN0000001453,Completed,POS,57125.07,
1454,312,Debit,5248.27,USD,Payroll,Whole Foods,Debit - Payroll,2022-03-30 23:01:47,2022-03-30,TXN0000001454,Completed,Mobile,51481.4,22.0
1455,373,Credit,11574.05,USD,Utilities,Kroger,Credit - Utilities,2022-06-29 21:45:53,2022-06-29,TXN0000001455,Completed,Branch,95121.73,
1456,186,Debit,6680.38,USD,Tax,Bill Payment - Electric,Debit - Tax,2024-05-07 18:08:21,2024-05-07,TXN0000001456,Completed,ATM,65535.77,
1457,545,Credit,14540.58,USD,Groceries,Publix,Credit - Groceries,2023-01-31 16:54:51,2023-01-31,TXN0000001457,Completed,POS,267159.11,33.0
1458,483,Credit,12551.71,USD,Travel,Whole Foods,Credit - Travel,2022-04-15 17:06:49,2022-04-15,TXN0000001458,Completed,Online,52605.35,58.0
1459,377,Debit,14394.4,USD,Loan Payment,IKEA,Debit - Loan Payment,2024-10-23 10:34:41,2024-10-23,TXN0000001459,Completed,Online,12603.87,
1460,417,Debit,4818.31,USD,Rent/Mortgage,University Tuition,Debit - Rent/Mortgage,2024-07-20 10:07:31,2024-07-20,TXN0000001460,Reversed,ATM,31199.4,
1461,562,Debit,275.8,USD,Loan Payment,Planet Fitness,Debit - Loan Payment,2023-05-30 17:55:54,2023-05-30,TXN0000001461,Completed,Online,132087.73,
1462,107,Credit,14959.81,USD,Groceries,Bill Payment - Internet,Credit - Groceries,2024-05-03 14:33:24,2024-05-03,TXN0000001462,Reversed,Branch,290361.93,
1463,40,Credit,13173.04,USD,Transfer,Spotify,Credit - Transfer,2022-10-10 00:04:50,2022-10-10,TXN0000001463,Completed,Online,113053.62,
1464,63,Credit,13731.28,USD,ATM Withdrawal,Planet Fitness,Credit - ATM Withdrawal,2023-02-27 23:52:42,2023-02-27,TXN0000001464,Completed,Wire,20174.74,43.0
1465,8,Debit,4212.17,USD,Entertainment,Apple,Debit - Entertainment,2022-07-01 11:48:42,2022-07-01,TXN0000001465,Completed,POS,180893.68,
1466,130,Debit,1577.88,USD,Insurance,Zara,Debit - Insurance,2024-12-17 02:12:49,2024-12-17,TXN0000001466,Failed,Online,62584.34,
1467,554,Debit,13237.84,USD,Shopping,IKEA,Debit - Shopping,2024-03-08 11:35:51,2024-03-08,TXN0000001467,Completed,POS,258094.86,
1468,525,Credit,8191.93,USD,Payroll,Bill Payment - Internet,Credit - Payroll,2022-12-31 19:55:10,2022-12-31,TXN0000001468,Completed,Wire,72056.53,46.0
1469,5,Debit,3558.94,USD,Other,Internal Transfer,Debit - Other,2023-03-19 01:25:56,2023-03-19,TXN0000001469,Completed,POS,254745.62,
1470,284,Debit,6938.86,USD,Payroll,Airbnb,Debit - Payroll,2023-04-27 02:42:31,2023-04-27,TXN0000001470,Completed,ATM,135021.74,38.0
1471,437,Debit,5784.64,USD,Insurance,Best Buy,Debit - Insurance,2023-03-19 10:27:29,2023-03-19,TXN0000001471,Completed,Mobile,248933.72,37.0
1472,401,Credit,14050.3,USD,Payroll,Kroger,Credit - Payroll,2023-01-23 13:29:57,2023-01-23,TXN0000001472,Completed,POS,61998.69,
1473,56,Debit,12185.81,USD,Other,IKEA,Debit - Other,2023-10-29 17:29:09,2023-10-29,TXN0000001473,Completed,Branch,134582.28,49.0
1474,509,Debit,6250.18,USD,Tax,Nike,Debit - Tax,2022-04-22 21:58:16,2022-04-22,TXN0000001474,Completed,Branch,298795.25,
1475,40,Debit,12615.28,USD,ATM Withdrawal,The Gym,Debit - ATM Withdrawal,2022-03-30 05:15:14,2022-03-30,TXN0000001475,Completed,ATM,241717.47,
1476,477,Debit,1409.7,USD,ATM Withdrawal,Amazon,Debit - ATM Withdrawal,2023-05-07 08:37:42,2023-05-07,TXN0000001476,Completed,ATM,147070.79,35.0
1477,398,Debit,2230.03,USD,ATM Withdrawal,Trader Joe's,Debit - ATM Withdrawal,2024-02-18 08:28:23,2024-02-18,TXN0000001477,Completed,Online,271161.18,
1478,134,Debit,10232.09,USD,Dining,Best Buy,Debit - Dining,2022-10-18 22:34:02,2022-10-18,TXN0000001478,Completed,Online,278838.69,
1479,323,Debit,2380.17,USD,Direct Deposit,Kroger,Debit - Direct Deposit,2023-05-03 02:26:15,2023-05-03,TXN0000001479,Completed,Branch,186543.75,
1480,55,Debit,2095.67,USD,Shopping,Airbnb,Debit - Shopping,2023-01-17 15:07:57,2023-01-17,TXN0000001480,Completed,ATM,86897.78,
1481,35,Debit,10655.71,USD,Insurance,Publix,Debit - Insurance,2023-07-26 21:25:11,2023-07-26,TXN0000001481,Completed,ATM,273887.35,10.0
1482,42,Debit,1704.08,USD,Payroll,Home Depot,Debit - Payroll,2022-04-25 09:36:23,2022-04-25,TXN0000001482,Completed,Branch,78906.16,
1483,281,Debit,11988.13,USD,Entertainment,Netflix,Debit - Entertainment,2022-09-06 17:36:39,2022-09-06,TXN0000001483,Completed,Online,278078.64,39.0
1484,152,Debit,10155.34,USD,Groceries,Trader Joe's,Debit - Groceries,2023-10-13 01:54:53,2023-10-13,TXN0000001484,Completed,Wire,120971.57,58.0
1485,173,Debit,13595.37,USD,Tax,Apple,Debit - Tax,2024-10-05 08:28:42,2024-10-05,TXN0000001485,Completed,Wire,6950.83,
1486,291,Debit,8362.3,USD,Healthcare,Walmart,Debit - Healthcare,2023-01-21 18:30:07,2023-01-21,TXN0000001486,Failed,Branch,110284.76,
1487,341,Credit,1891.91,USD,Travel,Kroger,Credit - Travel,2022-11-26 17:06:13,2022-11-26,TXN0000001487,Completed,Mobile,149024.13,
1488,222,Debit,9692.84,USD,Rent/Mortgage,Home Depot,Debit - Rent/Mortgage,2023-09-29 19:45:54,2023-09-29,TXN0000001488,Completed,POS,17576.64,
1489,37,Credit,7793.71,USD,Direct Deposit,Bill Payment - Internet,Credit - Direct Deposit,2023-09-14 20:32:28,2023-09-14,TXN0000001489,Completed,Wire,294898.31,54.0
1490,435,Credit,2756.94,USD,Transfer,Starbucks,Credit - Transfer,2022-08-21 11:58:40,2022-08-21,TXN0000001490,Completed,Branch,284618.16,44.0
1491,411,Credit,6869.22,USD,Dining,Planet Fitness,Credit - Dining,2023-11-02 13:40:21,2023-11-02,TXN0000001491,Completed,Wire,19207.65,22.0
1492,177,Credit,838.2,USD,Other,Google Play,Credit - Other,2022-11-21 08:04:23,2022-11-21,TXN0000001492,Completed,ATM,136585.84,
1493,168,Credit,5736.51,USD,Utilities,Home Depot,Credit - Utilities,2024-05-06 07:27:23,2024-05-06,TXN0000001493,Completed,Wire,245187.17,38.0
1494,162,Debit,11748.17,USD,Shopping,Walmart,Debit - Shopping,2022-06-24 17:22:06,2022-06-24,TXN0000001494,Pending,Online,6492.05,6.0
1495,178,Debit,632.81,USD,Dining,Shell,Debit - Dining,2024-05-18 17:26:30,2024-05-18,TXN0000001495,Pending,POS,69185.24,
1496,287,Debit,6811.0,USD,Dining,Delta Airlines,Debit - Dining,2023-05-06 04:48:00,2023-05-06,TXN0000001496,Completed,Branch,146789.66,
1497,171,Debit,933.03,USD,ATM Withdrawal,CVS,Debit - ATM Withdrawal,2022-08-23 03:28:07,2022-08-23,TXN0000001497,Completed,POS,249009.03,48.0
1498,82,Debit,6321.41,USD,Other,Starbucks,Debit - Other,2024-05-09 16:28:54,2024-05-09,TXN0000001498,Pending,Branch,124203.14,
1499,516,Debit,2061.18,USD,Payroll,H&M,Debit - Payroll,2024-02-02 20:24:05,2024-02-02,TXN0000001499,Completed,POS,124503.75,45.0
1500,437,Debit,6599.97,USD,Payroll,Walgreens,Debit - Payroll,2023-06-17 06:35:31,2023-06-17,TXN0000001500,Completed,Online,135367.62,
1501,481,Debit,8212.28,USD,Tax,Walmart,Debit - Tax,2023-02-10 05:59:03,2023-02-10,TXN0000001501,Completed,Wire,209421.5,
1502,326,Debit,7022.07,USD,Dining,Uber,Debit - Dining,2023-11-06 03:48:37,2023-11-06,TXN0000001502,Completed,POS,153698.68,
1503,157,Debit,2326.79,USD,Investment,University Tuition,Debit - Investment,2022-04-06 05:18:26,2022-04-06,TXN0000001503,Completed,Online,267967.84,44.0
1504,387,Debit,1793.78,USD,Groceries,Kroger,Debit - Groceries,2022-01-03 00:49:59,2022-01-03,TXN0000001504,Completed,Mobile,21434.08,
1505,35,Debit,5808.5,USD,Education,Wire Transfer,Debit - Education,2024-04-23 03:08:23,2024-04-23,TXN0000001505,Completed,Online,21355.49,
1506,388,Debit,14991.85,USD,Other,McDonald's,Debit - Other,2023-07-26 04:11:11,2023-07-26,TXN0000001506,Completed,POS,156632.71,58.0
1507,179,Debit,2003.91,USD,Healthcare,IKEA,Debit - Healthcare,2023-01-06 01:34:27,2023-01-06,TXN0000001507,Completed,Branch,24044.96,26.0
1508,87,Credit,14656.58,USD,Tax,Google Play,Credit - Tax,2024-11-23 18:17:44,2024-11-23,TXN0000001508,Completed,POS,131437.62,60.0
1509,483,Credit,10382.4,USD,Education,Netflix,Credit - Education,2024-01-25 19:37:22,2024-01-25,TXN0000001509,Completed,ATM,143341.06,42.0
1510,57,Debit,12405.33,USD,Dining,Best Buy,Debit - Dining,2023-03-19 16:52:17,2023-03-19,TXN0000001510,Completed,POS,173273.33,
1511,389,Debit,10491.12,USD,Loan Payment,Uber,Debit - Loan Payment,2023-10-03 11:03:24,2023-10-03,TXN0000001511,Completed,Branch,292308.11,6.0
1512,1,Credit,10144.61,USD,Dining,ACH Transfer,Credit - Dining,2022-06-14 21:00:32,2022-06-14,TXN0000001512,Completed,Branch,7451.19,12.0
1513,382,Credit,2229.81,USD,Loan Payment,Direct Deposit - Employer,Credit - Loan Payment,2024-05-28 05:37:42,2024-05-28,TXN0000001513,Completed,Wire,68122.7,44.0
1514,34,Credit,180.32,USD,Transfer,Direct Deposit - Employer,Credit - Transfer,2024-08-21 07:09:16,2024-08-21,TXN0000001514,Completed,POS,236957.31,
1515,472,Debit,9600.42,USD,Travel,University Tuition,Debit - Travel,2023-05-15 02:36:02,2023-05-15,TXN0000001515,Pending,Mobile,224197.99,17.0
1516,355,Debit,5754.28,USD,Payroll,CVS,Debit - Payroll,2024-11-05 04:13:42,2024-11-05,TXN0000001516,Completed,ATM,120743.53,
1517,217,Debit,4376.52,USD,Healthcare,Home Depot,Debit - Healthcare,2022-05-25 08:08:48,2022-05-25,TXN0000001517,Completed,POS,229972.46,
1518,434,Debit,11123.64,USD,Subscription,Bill Payment - Electric,Debit - Subscription,2023-08-13 06:05:35,2023-08-13,TXN0000001518,Completed,Wire,270053.39,50.0
1519,543,Debit,5153.23,USD,Utilities,Whole Foods,Debit - Utilities,2023-12-13 04:12:38,2023-12-13,TXN0000001519,Completed,ATM,239781.5,
1520,401,Credit,4126.21,USD,Other,Target,Credit - Other,2024-08-09 03:14:48,2024-08-09,TXN0000001520,Completed,Online,286756.78,
1521,516,Debit,2564.56,USD,Dining,Publix,Debit - Dining,2024-11-12 18:35:34,2024-11-12,TXN0000001521,Completed,Branch,98541.01,
1522,215,Debit,3877.3,USD,Direct Deposit,BP,Debit - Direct Deposit,2023-05-08 23:12:56,2023-05-08,TXN0000001522,Reversed,Wire,176939.9,7.0
1523,93,Credit,13665.75,USD,Investment,McDonald's,Credit - Investment,2023-08-01 19:06:26,2023-08-01,TXN0000001523,Failed,Branch,122517.9,
1524,228,Debit,1146.54,USD,Healthcare,H&M,Debit - Healthcare,2024-06-15 03:27:30,2024-06-15,TXN0000001524,Completed,Wire,62103.05,
1525,204,Debit,10398.01,USD,Tax,Target,Debit - Tax,2022-01-13 21:58:22,2022-01-13,TXN0000001525,Pending,Online,196648.94,
1526,159,Debit,9243.38,USD,Rent/Mortgage,Shell,Debit - Rent/Mortgage,2024-10-26 11:09:51,2024-10-26,TXN0000001526,Completed,Branch,88248.52,53.0
1527,530,Debit,13820.91,USD,Tax,Internal Transfer,Debit - Tax,2022-06-08 09:53:22,2022-06-08,TXN0000001527,Completed,ATM,256013.42,
1528,482,Debit,9133.14,USD,Tax,The Gym,Debit - Tax,2023-03-12 00:40:47,2023-03-12,TXN0000001528,Completed,ATM,87700.91,38.0
1529,467,Credit,7227.2,USD,Tax,Direct Deposit - Employer,Credit - Tax,2023-01-27 13:50:58,2023-01-27,TXN0000001529,Reversed,Online,23261.82,28.0
1530,470,Debit,7486.05,USD,Tax,Airbnb,Debit - Tax,2022-03-15 15:55:09,2022-03-15,TXN0000001530,Completed,Online,186069.92,58.0
1531,434,Debit,12964.22,USD,Travel,Wire Transfer,Debit - Travel,2024-08-20 15:06:09,2024-08-20,TXN0000001531,Completed,POS,135953.8,
1532,482,Debit,4398.62,USD,Insurance,Google Play,Debit - Insurance,2024-03-07 11:37:34,2024-03-07,TXN0000001532,Pending,Branch,289909.33,
1533,5,Credit,13771.09,USD,Shopping,Costco,Credit - Shopping,2024-06-21 22:22:15,2024-06-21,TXN0000001533,Completed,ATM,207068.0,
1534,187,Debit,4993.74,USD,Utilities,Medical Center,Debit - Utilities,2024-12-20 18:17:36,2024-12-20,TXN0000001534,Completed,Mobile,268639.6,34.0
1535,114,Debit,12604.6,USD,Investment,Delta Airlines,Debit - Investment,2023-03-21 19:37:54,2023-03-21,TXN0000001535,Completed,Online,126001.63,
1536,417,Credit,13816.91,USD,Utilities,H&M,Credit - Utilities,2023-07-14 11:02:35,2023-07-14,TXN0000001536,Completed,Mobile,39967.05,9.0
1537,64,Debit,424.31,USD,Travel,Internal Transfer,Debit - Travel,2023-06-05 20:26:16,2023-06-05,TXN0000001537,Completed,ATM,259783.08,15.0
1538,388,Credit,1970.66,USD,Shopping,Whole Foods,Credit - Shopping,2023-11-30 06:58:22,2023-11-30,TXN0000001538,Completed,ATM,63167.13,29.0
1539,504,Credit,8053.9,USD,Transfer,Whole Foods,Credit - Transfer,2023-03-18 14:18:34,2023-03-18,TXN0000001539,Completed,Branch,124929.31,56.0
1540,108,Debit,9383.52,USD,ATM Withdrawal,Walmart,Debit - ATM Withdrawal,2024-04-24 11:06:49,2024-04-24,TXN0000001540,Completed,Online,166837.8,32.0
1541,405,Debit,1164.54,USD,Loan Payment,Internal Transfer,Debit - Loan Payment,2023-06-23 14:32:27,2023-06-23,TXN0000001541,Pending,Branch,153593.43,25.0
1542,363,Debit,4892.23,USD,Loan Payment,ATM Cash,Debit - Loan Payment,2022-05-05 03:04:10,2022-05-05,TXN0000001542,Failed,Online,188172.11,36.0
1543,347,Debit,1141.32,USD,Transfer,ATM Cash,Debit - Transfer,2024-10-26 13:56:40,2024-10-26,TXN0000001543,Completed,Mobile,129270.18,
1544,280,Debit,8840.39,USD,Investment,Walgreens,Debit - Investment,2023-04-27 19:41:13,2023-04-27,TXN0000001544,Completed,Online,298054.24,
1545,460,Credit,4925.75,USD,Dining,Uber,Credit - Dining,2023-01-12 18:30:21,2023-01-12,TXN0000001545,Completed,Wire,49436.1,
1546,94,Debit,3144.91,USD,Transfer,Costco,Debit - Transfer,2022-01-27 01:15:09,2022-01-27,TXN0000001546,Pending,Mobile,156409.24,19.0
1547,454,Debit,8177.56,USD,Shopping,Bill Payment - Electric,Debit - Shopping,2023-10-27 01:27:08,2023-10-27,TXN0000001547,Completed,Branch,55031.93,
1548,388,Credit,10835.91,USD,Shopping,Wire Transfer,Credit - Shopping,2022-01-10 18:35:20,2022-01-10,TXN0000001548,Reversed,Mobile,134099.58,
1549,449,Credit,14348.86,USD,Groceries,Walgreens,Credit - Groceries,2023-09-24 18:52:16,2023-09-24,TXN0000001549,Completed,Online,246987.59,
1550,378,Debit,3641.53,USD,Travel,Home Depot,Debit - Travel,2022-09-27 11:57:43,2022-09-27,TXN0000001550,Failed,Online,257492.3,
1551,512,Credit,839.96,USD,Insurance,Kroger,Credit - Insurance,2022-11-27 19:55:50,2022-11-27,TXN0000001551,Completed,Wire,174787.39,14.0
1552,129,Debit,3310.17,USD,Shopping,Bill Payment - Water,Debit - Shopping,2022-09-22 10:05:07,2022-09-22,TXN0000001552,Completed,Mobile,276757.05,
1553,168,Debit,627.34,USD,Shopping,Kroger,Debit - Shopping,2023-05-30 07:05:11,2023-05-30,TXN0000001553,Completed,Mobile,155883.48,47.0
1554,461,Debit,9738.94,USD,Loan Payment,Netflix,Debit - Loan Payment,2022-06-11 23:08:18,2022-06-11,TXN0000001554,Completed,POS,160768.55,
1555,432,Debit,5996.56,USD,Subscription,ATM Cash,Debit - Subscription,2022-12-28 17:09:11,2022-12-28,TXN0000001555,Completed,Branch,113414.2,
1556,286,Debit,11192.17,USD,Travel,Best Buy,Debit - Travel,2024-02-15 21:15:26,2024-02-15,TXN0000001556,Completed,Wire,52673.06,55.0
1557,167,Debit,8165.9,USD,Insurance,Bill Payment - Electric,Debit - Insurance,2023-07-02 04:48:17,2023-07-02,TXN0000001557,Completed,Wire,130748.69,
1558,166,Debit,10161.18,USD,Payroll,Medical Center,Debit - Payroll,2023-05-01 21:29:51,2023-05-01,TXN0000001558,Completed,Wire,252402.27,
1559,282,Credit,7323.36,USD,Groceries,Bill Payment - Water,Credit - Groceries,2024-09-15 06:30:40,2024-09-15,TXN0000001559,Completed,Online,16806.23,9.0
1560,231,Debit,8639.23,USD,Groceries,Spotify,Debit - Groceries,2024-12-13 19:04:39,2024-12-13,TXN0000001560,Completed,POS,149138.51,
1561,148,Debit,3717.02,USD,Travel,Internal Transfer,Debit - Travel,2024-05-03 23:11:17,2024-05-03,TXN0000001561,Completed,POS,232293.27,5.0
1562,554,Credit,14199.74,USD,Healthcare,Costco,Credit - Healthcare,2022-12-06 08:46:00,2022-12-06,TXN0000001562,Completed,Online,97149.29,30.0
1563,133,Debit,7365.54,USD,Investment,McDonald's,Debit - Investment,2023-12-17 20:08:29,2023-12-17,TXN0000001563,Reversed,Mobile,109110.11,
1564,474,Debit,5302.44,USD,Rent/Mortgage,Bill Payment - Internet,Debit - Rent/Mortgage,2023-06-14 03:28:48,2023-06-14,TXN0000001564,Completed,POS,110626.92,24.0
